,Title,Published_date,Views,Likes,Favorite,Comments,Month
1170,"Tutorial 6-Build,Train,Deploy Machine Learning Model AWS SageMaker- Deployment Of Xgboost ML Model",2020-08-30,37593,576,0,20,Aug
1171,"Tutorial 5-Build,Train, Deploy Machine Learning Model In AWS SageMaker-Training Xgboost ML ALgo",2020-08-30,46419,642,0,69,Aug
1172,Live-How To Prepare Resume For Data Scientist As A Fresher,2020-08-29,55580,2559,0,67,Aug
1173,"Tutorial 4-Build,Train, Deploy Machine Learning Model In AWS SageMaker- Uploading Files In S3 Bucket",2020-08-29,56420,735,0,75,Aug
1174,"Tutorial 3-Build,Train, Deploy Machine Learning Model In AWS SageMaker- Creating S3 Buckets",2020-08-29,72590,999,0,91,Aug
1175,"Tutorial 2-Build,Train, Deploy Machine Learning Model In AWS SageMaker- Creating Notebook Instance",2020-08-29,96845,1514,0,72,Aug
1176,Live -Virtual Interview Of Fresher For Data Science - Session 6,2020-08-28,25453,714,0,52,Aug
1177,Live- Exploring Nvidia RAPIDS- Open GPU Data Science,2020-08-27,7339,324,0,12,Aug
1178,"Live- Attention Models, Transformers  In depth Intuition Deep Learning- Part 2",2020-08-26,39310,1197,0,64,Aug
1179,AWS SageMaker For ML And DL Tutorial Playlist- What Will We Learn In This Playlist?,2020-08-26,127558,2366,0,72,Aug
1180,Live Community Sessions Announcements- Covering All Technology Stack,2020-08-25,13861,752,0,76,Aug
1181,Silhouette (clustering)- Validating Clustering Models- Unsupervised Machine Learning,2020-08-25,57290,1366,0,66,Aug
1182,"Live Session- Encoder Decoder,Attention Models, Transformers, Bert Part 1",2020-08-24,80091,1960,0,73,Aug
1183,Pytorch Tutorial 6- How To Run Pytorch Code In GPU Using CUDA Library,2020-08-24,76702,774,0,27,Aug
1184,Live - Successful Transition Story Of SAP Consultant To Data Scientist,2020-08-23,23656,811,0,70,Aug
1185,Live Project-Cotton Disease Prediction Deep Learning Live Project Implementation,2020-08-22,110049,2349,0,132,Aug
1186,Live Virtual Interview For Data Science Fresher By Krish And Sudhanshu,2020-08-21,144378,3423,0,197,Aug
1187,Live-Best Practices For Data Science Project Development|Session By Chief Technology Officer-Ineuron,2020-08-20,8531,277,0,25,Aug
1188,Finally Built My Deep Learning And Gaming Workstation With Nvidia Titan RTX GPU 🔥🔥🔥🔥🔥- It's A Beast🔥,2020-08-20,29983,820,0,119,Aug
1189,Live Session- Understanding Attention Models Architecture And Maths Intuition- Deep Learning,2020-08-19,61090,1537,0,63,Aug
1190,Live Virtual Interview For Data Science- Background Applied Geology From IIT Kharagpur,2020-08-18,35366,952,0,46,Aug
1191,Live Project Developing AI Advertisement Platform Using Deep Learning,2020-08-17,8757,289,0,19,Aug
1192,Announcement For Give Away For Women Data Science Aspirants - Promoting Data Science,2020-08-16,6533,190,0,27,Aug
1193,Live Q&A Data Science By Krish And Sudhanshu- Give Away For Women To Promote AI,2020-08-16,10968,378,0,8,Aug
1194,Live Virtual Interview For Data Science From Teaching Assistant To Data Scientist,2020-08-14,20065,655,0,25,Aug
1195,Live Project- Web Application - Loan Default Prediction- Masters Thesis,2020-08-13,30044,683,0,27,Aug
1196,Live Interview Of Lakshay For Data Science- Commerce And Statistics Background,2020-08-12,23858,643,0,39,Aug
1197,Nvidia Titan RTX Unboxing And Specs And Comparison- Deep Learning,2020-08-11,12569,423,0,98,Aug
1198,Live Data Science Q&A With Krish And Sudhanshu- Give Away ML for Deployment+Internships For Women,2020-08-09,11405,474,0,39,Aug
1199,Live Virtual Nervous Interview Of Mechanical Engineer For Data Science,2020-08-07,27138,438,0,61,Aug
1200,Live- Discussion On Cross Validation Techniques And Selection of Machine Learning Algorithms,2020-08-06,9560,451,0,13,Aug
1201,Live Transition Story Of Civil Engineer To Data Scientist With 2 Years Gap,2020-08-05,20783,750,0,40,Aug
1202,Problems With Encoders And Decoders- Indepth Intuition,2020-08-05,35913,659,0,21,Aug
1203,Step By Step Playlist To Follow To Learn Data Science Through My Channel - Part 2,2020-08-04,32037,1203,0,88,Aug
1204,Live Virtual Interview For Data Science By Krish And Sudhanshu,2020-08-04,34840,921,0,54,Aug
1205,Step By Step Playlist To Follow To Learn Data Science Through My Channel Part 1- Must for Everyone,2020-08-03,130257,5498,0,299,Aug
1206,Live Discussion On Outlier And Its Impacts On Machine Learning UseCases,2020-08-02,51759,2042,0,74,Aug
1207,Live Discussion On Handling Imbalanced Dataset- Machine Learning,2020-08-01,79587,2850,0,91,Aug
1208,Live Virtual Interview For Internship For College Student By Krish And Sudhanshu,2020-07-31,48389,1395,0,106,Jul
1209,Pytorch Tutorial 5-Live- Kaggle Advance House Price Prediction Using Pytorch Deep Learning,2020-07-30,20502,571,0,26,Jul
1210,Live Virtual Interview For Data Science By Krish And Sudhanshu Part 2,2020-07-28,35413,985,0,189,Jul
1211,Live In-depth Discussion Of PyCaret Automated Machine Learning Library Part 2,2020-07-27,5564,248,0,10,Jul
1212,Live In-depth Discussion Of PyCaret Automated Machine Learning Library,2020-07-26,15280,493,0,27,Jul
1213,Hyperparameter Tuning Techniques Genetic Algorithms And Optuna Data Science Machine Learning- Part 2,2020-07-25,18960,651,0,24,Jul
1214,Live- Data Science Virtual Interview By Krish And Sudhanshu-Part 1,2020-07-24,92977,1812,0,153,Jul
1215,Live-Discussing All Hyperparameter Tuning Techniques Data Science Machine Learning,2020-07-23,80325,2293,0,67,Jul
1216,Live Q&A Data Science With Sudhanshu Kumar Part 2,2020-07-22,10614,397,0,24,Jul
1217,Live-Charity Stream To Help Bihar And Assam Floods- My Special Journey To 200k subscribers,2020-07-21,6687,486,0,23,Jul
1218,Live-Features Selection-Various Techniques To Select Features  Day 7,2020-07-20,58795,1603,0,69,Jul
1219,Pytorch Tutorial 4- Solving Kaggle Pima Diabetes Prediction Using ANN With PyTorch Library,2020-07-20,28574,696,0,48,Jul
1220,Live-Feature Engineering-All Standardization And Transformation Techniques- Day 6,2020-07-19,50083,1570,0,52,Jul
1221,Live-Feature Engineering- Forecasting Time Series Using Facebook Fbprophet-Day 5,2020-07-18,22405,550,0,35,Jul
1222,Summary Live Streaming-Feature Engineering- Probability Ratio Encoding- Handling Categorical Feature,2020-07-18,21024,475,0,20,Jul
1223,Summary Live Q&A-Sudhanshu Journey On Data Science,2020-07-17,10197,504,0,44,Jul
1224,Pytorch TutoriaL 3-How To Perform BackPropogation Using Pytorch,2020-07-17,17179,329,0,29,Jul
1225,Live-Feature Engineering-All Techniques To Handle Categorical Features - Day 4,2020-07-16,50198,1477,0,65,Jul
1226,Live-Feature Engineering-All Techniques To Handle Missing Values- Day 3,2020-07-15,63410,1685,0,55,Jul
1227,Live-Feature Engineering-All Techniques To Handle Missing Values- Day 2,2020-07-14,68594,1985,0,86,Jul
1228,Pytorch Tutorial 2-Understanding Of Tensors Using Pytorch,2020-07-14,26913,501,0,33,Jul
1229,Live-Feature Engineering-All Techniques To Handle Missing Values- Day 1,2020-07-13,131279,3910,0,135,Jul
1230,Live Unboxing MSI Laptop For Machine Learning And Deep Learning,2020-07-12,18922,342,0,74,Jul
1231,Pytorch Tutorial 1-Pytorch Installation For Deep Learning,2020-07-12,64131,924,0,53,Jul
1232,Live Discussion Of Roles And Responsibilities In Data Science Project- Further Announcements,2020-07-11,5979,420,0,15,Jul
1233,Live- How To Approach Interviews For Data Science,2020-07-10,8520,613,0,18,Jul
1234,Live- Implementation Of Malaria Disease Using Deep Learning End To End Projects With Deployment,2020-07-09,66221,1563,0,123,Jul
1235,Live Summary- Memory Profiler In Python- How To Effectively Check Your Code Quality With Memory,2020-07-08,14926,273,0,26,Jul
1236,Live- Implementation Of 7 HealthCare End To End Projects With Deployment,2020-07-08,95928,2126,0,33,Jul
1237,Summary Recap Of Live Implementation Of Movie Recommendation With Deployment Using Heroku,2020-07-07,27676,728,0,55,Jul
1238,Summary Of Live- Implementation Of Flight Fare Prediction Web App Project With Deployment,2020-07-07,13830,392,0,25,Jul
1239,Live Implementation Of Movie Recommendation With Deployment Using Heroku,2020-07-06,137402,3915,0,169,Jul
1240,Live- Implementation Of Flight Fare Prediction Web App Project With Deployment,2020-07-05,208876,6525,0,235,Jul
1241,Live- Implementation of Cricket Score Prediction App With Deployment For IPL(Sport Analytics),2020-07-04,69394,2585,0,101,Jul
1242,Summary of Live Discussion- Career Guidance For Freshers And Experienced In Data Science,2020-07-04,2867,200,0,23,Jul
1243,Live Discussion- Career Guidance For Freshers And Experienced In Data Science,2020-07-03,10616,885,0,26,Jul
1244,Live Discussion - How To Read Research Papers As A Data Scientist,2020-07-03,6751,277,0,15,Jul
1245,Live Project-Stock Sentiment Analysis using News Headlines Machine Learning,2020-07-02,91530,2614,0,63,Jul
1246,Live Session-Implementing Deep Learning Project From Scratch To Deployment- Heroku(Car Brand Class),2020-07-01,84087,1640,0,109,Jul
1247,Live- Implementation of End To End Kaggle Machine Learning Project With Deployment,2020-06-30,605184,14068,0,674,Jun
1248,Live-3 Weeks Big Data With Pyspark Community Classes Announcement For EveryOne For Free,2020-06-29,9686,457,0,46,Jun
1249,Live Discussion - How To Read Text From Images Using Pytesseract,2020-06-29,48029,951,0,101,Jun
1250,Live Discussion - How To Read Text From Images Using Pytesseract,2020-06-29,7331,233,0,11,Jun
1251,Live Discussion - How To Read Research Papers As A Data Scientist,2020-06-28,5827,215,0,27,Jun
1252,Live Discussion of Resume Of Data Scientist,2020-06-27,17274,540,0,39,Jun
1253,Live Discussion of Resume Of Data Scientist,2020-06-27,4198,265,0,5,Jun
1254,Encoder And Decoder- Neural Machine Learning Language Translation Tutorial With Keras- Deep Learning,2020-06-27,96558,1343,0,113,Jun
1255,How To Prepare For Applying Freelancing Jobs For Data Science,2020-06-26,16022,616,0,24,Jun
1256,Amazing Guidelines For Creating GitHub Profiles For Data Scientist,2020-06-25,37064,1195,0,29,Jun
1257,Impact Of Artificial Intelligence On Employment- Data Science,2020-06-24,6066,247,0,28,Jun
1258,Indian Paper Currency Predictor- Data Science Projects From Subscribers,2020-06-23,6290,212,0,27,Jun
1259,Deployment Of Machine Learning PIPELINES Using Dockers and Kubernetes,2020-06-23,49645,927,0,64,Jun
1260,Biggest Hurdles In AI Adoption Faced By Executives And Companies| Data Science,2020-06-22,2738,132,0,16,Jun
1261,Live Q&A -  Future Videos To Come Regarding Data Science,2020-06-21,4117,149,0,15,Jun
1262,All Automated Machine Learning Libraries At One Place- Project From Subscribers,2020-06-21,7346,321,0,13,Jun
1263,Interesting Facts And Stats On Artificial Language,2020-06-20,2646,127,0,17,Jun
1264,How To Debug Logs And Web Application In Heroku|Data Science,2020-06-20,35318,559,0,108,Jun
1265,Building Automated Exploratory Data Analysis Project- Project From Subscriber,2020-06-20,14863,563,0,32,Jun
1266,Important Point To Consider When Implementing Data Science Projects & Interviews-Must For Everyone,2020-06-19,5347,410,0,48,Jun
1267,Twitter Tweet's Analyzer Using Streamlit Web App- Projects From Subscribers,2020-06-19,9668,269,0,19,Jun
1268,Deploy Streamlit WebApp ML Models In Heroku(PAAS)- Data Science,2020-06-18,25970,505,0,42,Jun
1269,The Correct Guidance To Learn Deep Learning Techniques|Sharing My Experience,2020-06-17,16705,943,0,81,Jun
1270,Be Aware Of Data Science Job Description And Assignment,2020-06-16,19169,1024,0,148,Jun
1271,Sequence To Sequence Learning With Neural Networks| Encoder And Decoder In-depth Intuition,2020-06-16,140413,2794,0,59,Jun
1272,Salary By Developer Type Based On Experience|Analyzing Stack Overflow Developer Survey 2020,2020-06-15,3139,99,0,10,Jun
1273,Live Q&A  Data Science,2020-06-14,4433,141,0,25,Jun
1274,How To Perform Post Pruning In Decision Tree? Prevent Overfitting- Data Science,2020-06-14,40155,909,0,48,Jun
1275,Most Popular Databases Used By Professionals,2020-06-14,5310,154,0,11,Jun
1276,"Most Loved, Dreaded And Wanted Programming Languages",2020-06-13,14301,138,0,19,Jun
1277,Deploy Machine Learning Models Using StreamLit Library- Data Science,2020-06-13,123256,1824,0,51,Jun
1278,Hummingbird-Run Traditional Machine Learning model on Deep Neural Network frameworks-Data Science,2020-06-13,18621,297,0,22,Jun
1279,Develop Your First Deep Learning End To End Project As A Beginner In Data Science in 30 minutes,2020-06-12,45535,1006,0,84,Jun
1280,Give Away Results Of Abhishek Thakur New Books- Best Of Luck,2020-06-11,3919,151,0,52,Jun
1281,4 End To End Projects Till Deployment For Beginners In Data Science| All You Have To Do Is Learn,2020-06-10,63419,2407,0,111,Jun
1282,How To Convert Business Ideas And Opportunities Into Data Science Projects?,2020-06-10,7222,327,0,14,Jun
1283,Is Age A Barrier To Get Into Data Science? Misconception,2020-06-09,20256,797,0,114,Jun
1284,"Guidance Towards Data Science|Panel Discussion With Dhaval, Ken Jee And Data Professor",2020-06-08,13882,734,0,80,Jun
1285,All You Want To Know About Kaggle-  Podcast With Abhishek Thakur Kaggle Grandmaster- Give Away Books,2020-06-07,30857,1469,0,369,Jun
1286,Perform EDA In Seconds With Visualization Using SweetViz Library,2020-06-06,28272,1112,0,90,Jun
1287,Tips For Resume Preparation For None Coding Background For Data Science- Podcast Summary,2020-06-06,4528,185,0,15,Jun
1288,Free Statistics Community Live Classes For All|Initiative To Give To Data Science Community,2020-06-05,12055,633,0,143,Jun
1289,Successful Transition From Finance Domain To Data Science- Author Of PyCaret| Podcast Summary,2020-06-05,2171,69,0,13,Jun
1290,Should We Learn All Data Science LifeCycle Even Though We Have Automated Libraries|Author Of PyCaret,2020-06-05,2875,113,0,13,Jun
1291,How To Read And Process Huge Datasets in Seconds Using Vaex Library| Data Science| Machine Learning,2020-06-04,25316,762,0,48,Jun
1292,Perform Exploratory Data Analysis In Minutes- Data Science| Machine Learning,2020-06-03,73019,2174,0,150,Jun
1293,Best Website Blogs For Data Science Tutorials|Important For Everyone,2020-06-02,10605,526,0,20,Jun
1294,Julia Vs R Vs Python Programming Language For Data Science,2020-06-01,14341,377,0,48,Jun
1295,Python Vs R Programming Language- Which One Should You Choose?,2020-05-31,16101,474,0,47,May
1296,Top Data Science Communities to Join For Learning | Must For Making Transition To Data Science,2020-05-31,21522,650,0,38,May
1297,StackOverflow Developer Survey 2020 Overview,2020-05-30,2226,76,0,13,May
1298,Implement Kaggle Fake News Classifier Using Bidirectional LSTM RNN,2020-05-30,31952,665,0,59,May
1299,Bidirectional RNN Indepth Intuition- Deep Learning Tutorial,2020-05-30,68605,1615,0,36,May
1300,How To Contribute To Open Source Data Science Projects And Libraries,2020-05-29,18977,745,0,18,May
1301,Blue Yeti Mic Unboxing - Best Mic For Youtube Videos Recordings,2020-05-28,1824,84,0,13,May
1302,Data Science Vs Data Mining,2020-05-28,19777,608,0,41,May
1303,Live Q&A DATA SCIENCE,2020-05-27,3368,103,0,18,May
1304,Whether Data Science Is Becoming Software Engineering?,2020-05-26,7725,343,0,64,May
1305,Stock Price Prediction And Forecasting Using Stacked LSTM- Deep Learning,2020-05-25,492897,8887,0,544,May
1306,How To Create Your Own Brand As A Data Scientist? Yes You Can Do It,2020-05-24,9732,472,0,43,May
1307,Conversation with the Author of PyCaret-Career Transition from Finance to Data Science,2020-05-24,5615,242,0,25,May
1308,Lets Implement LSTM RNN Models For Univariate Time Series Forecasting- Deep Learning,2020-05-23,104259,1734,0,136,May
1309,"Docker Tutorial 6- Writing, Building And Running Docker Image| Machine Learning",2020-05-23,42052,685,0,158,May
1310,Why OOPS Concepts Is Must For Implementing Complex Data Science Projects,2020-05-22,14089,584,0,40,May
1311,Did You Improve Your Productivity During This Lockdown?- Data Science - Sharing My Experience,2020-05-21,4657,228,0,56,May
1312,Docker Tutorial 5- Understanding Docker Commands- Machine Learning,2020-05-21,31176,797,0,51,May
1313,Atmanirbhar- Let's Become Specialized Data Scientist,2020-05-20,8773,605,0,96,May
1314,Docker Tutorial 4-Docker Installation instructions In Windows And Other OS | Machine Learning,2020-05-20,36498,460,0,50,May
1315,Kaggle Faker News Classifier Using LSTM- Deep LEarning| Natural Language Processing,2020-05-19,108360,1876,0,180,May
1316,Successful Transition Story From Civil Engineer To A Data Scientist,2020-05-18,45842,1224,0,123,May
1317,Live Q&A Data Science,2020-05-17,11701,372,0,53,May
1318,Please Help Each Other To Pass This Crisis- Motivation(Important For Everyone),2020-05-17,2150,173,0,24,May
1319,Docker Tutorial 3-Deploying Machine Learning Models Using Flask And Flasgger,2020-05-17,47631,813,0,92,May
1320,Docker Tutorial 2- Building A Flask App For A Bank Note Authentication,2020-05-16,64811,1370,0,134,May
